INPUT_TABLE
Variable ID
OutputDriver_Ag

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,generic.ghg
India,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,N2O_AGR
India,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,N2O_AGR
India,Rice,RiceAEZ13,RiceAEZ13,2005,N2O_AGR
India,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,N2O_AGR
India,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,N2O_AGR
India,Wheat,WheatAEZ13,WheatAEZ13,2005,N2O_AGR
India,biomass,biomassAEZ13,biomassAEZ13,2005,N2O_AGR
India,Corn,CornAEZ13,CornAEZ13,2005,NOx_AGR
India,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,NOx_AGR
India,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,NOx_AGR
India,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,NOx_AGR
India,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,NOx_AGR
India,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,NOx_AGR
India,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,NOx_AGR
India,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,NOx_AGR
India,Rice,RiceAEZ13,RiceAEZ13,2005,NOx_AGR
India,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,NOx_AGR
India,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,NOx_AGR
India,Wheat,WheatAEZ13,WheatAEZ13,2005,NOx_AGR
India,Corn,CornAEZ13,CornAEZ13,2005,NMVOC_AGR
India,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,NMVOC_AGR
India,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,NMVOC_AGR
India,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,NMVOC_AGR
India,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,NMVOC_AGR
India,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,NMVOC_AGR
India,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,NMVOC_AGR
India,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,NMVOC_AGR
India,Rice,RiceAEZ13,RiceAEZ13,2005,NMVOC_AGR
India,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,NMVOC_AGR
India,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,NMVOC_AGR
India,Wheat,WheatAEZ13,WheatAEZ13,2005,NMVOC_AGR
India,Corn,CornAEZ13,CornAEZ13,2005,NH3_AGR
India,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,NH3_AGR
India,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,NH3_AGR
India,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,NH3_AGR
India,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,NH3_AGR
India,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,NH3_AGR
India,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,NH3_AGR
India,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,NH3_AGR
India,Rice,RiceAEZ13,RiceAEZ13,2005,NH3_AGR
India,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,NH3_AGR
India,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,NH3_AGR
India,Wheat,WheatAEZ13,WheatAEZ13,2005,NH3_AGR
India,Corn,CornAEZ13,CornAEZ13,2005,CH4_AWB
India,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,CH4_AWB
India,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,CH4_AWB
India,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,CH4_AWB
India,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,CH4_AWB
India,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,CH4_AWB
India,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,CH4_AWB
India,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,CH4_AWB
India,Rice,RiceAEZ13,RiceAEZ13,2005,CH4_AWB
India,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,CH4_AWB
India,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,CH4_AWB
India,Wheat,WheatAEZ13,WheatAEZ13,2005,CH4_AWB
India,Corn,CornAEZ13,CornAEZ13,2005,N2O_AWB
India,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,N2O_AWB
India,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,N2O_AWB
India,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,N2O_AWB
India,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,N2O_AWB
India,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,N2O_AWB
India,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,N2O_AWB
India,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,N2O_AWB
India,Rice,RiceAEZ13,RiceAEZ13,2005,N2O_AWB
India,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,N2O_AWB
India,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,N2O_AWB
India,Wheat,WheatAEZ13,WheatAEZ13,2005,N2O_AWB
India,Corn,CornAEZ13,CornAEZ13,2005,NOx_AWB
India,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,NOx_AWB
India,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,NOx_AWB
India,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,NOx_AWB
India,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,NOx_AWB
India,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,NOx_AWB
India,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,NOx_AWB
India,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,NOx_AWB
India,Rice,RiceAEZ13,RiceAEZ13,2005,NOx_AWB
India,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,NOx_AWB
India,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,NOx_AWB
India,Wheat,WheatAEZ13,WheatAEZ13,2005,NOx_AWB
India,Corn,CornAEZ13,CornAEZ13,2005,CO_AWB
India,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,CO_AWB
India,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,CO_AWB
India,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,CO_AWB
India,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,CO_AWB
India,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,CO_AWB
India,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,CO_AWB
India,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,CO_AWB
India,Rice,RiceAEZ13,RiceAEZ13,2005,CO_AWB
India,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,CO_AWB
India,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,CO_AWB
India,Wheat,WheatAEZ13,WheatAEZ13,2005,CO_AWB
India,Corn,CornAEZ13,CornAEZ13,2005,NMVOC_AWB
India,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,NMVOC_AWB
India,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,NMVOC_AWB
India,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,NMVOC_AWB
India,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,NMVOC_AWB
India,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,NMVOC_AWB
India,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,NMVOC_AWB
India,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,NMVOC_AWB
India,Rice,RiceAEZ13,RiceAEZ13,2005,NMVOC_AWB
India,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,NMVOC_AWB
India,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,NMVOC_AWB
India,Wheat,WheatAEZ13,WheatAEZ13,2005,NMVOC_AWB
India,Corn,CornAEZ13,CornAEZ13,2005,NH3_AWB
India,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,NH3_AWB
India,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,NH3_AWB
India,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,NH3_AWB
India,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,NH3_AWB
India,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,NH3_AWB
India,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,NH3_AWB
India,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,NH3_AWB
India,Rice,RiceAEZ13,RiceAEZ13,2005,NH3_AWB
India,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,NH3_AWB
India,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,NH3_AWB
India,Wheat,WheatAEZ13,WheatAEZ13,2005,NH3_AWB
India,Corn,CornAEZ13,CornAEZ13,2005,BC_AWB
India,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,BC_AWB
India,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,BC_AWB
India,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,BC_AWB
India,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,BC_AWB
India,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,BC_AWB
India,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,BC_AWB
India,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,BC_AWB
India,Rice,RiceAEZ13,RiceAEZ13,2005,BC_AWB
India,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,BC_AWB
India,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,BC_AWB
India,Wheat,WheatAEZ13,WheatAEZ13,2005,BC_AWB
India,Corn,CornAEZ13,CornAEZ13,2005,OC_AWB
India,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,OC_AWB
India,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,OC_AWB
India,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,OC_AWB
India,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,OC_AWB
India,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,OC_AWB
India,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,OC_AWB
India,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,OC_AWB
India,Rice,RiceAEZ13,RiceAEZ13,2005,OC_AWB
India,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,OC_AWB
India,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,OC_AWB
India,Wheat,WheatAEZ13,WheatAEZ13,2005,OC_AWB
India,Corn,CornAEZ13,CornAEZ13,2005,SO2_2_AWB
India,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,SO2_2_AWB
India,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,SO2_2_AWB
India,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,SO2_2_AWB
India,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,SO2_2_AWB
India,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,SO2_2_AWB
India,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,SO2_2_AWB
India,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,SO2_2_AWB
India,Rice,RiceAEZ13,RiceAEZ13,2005,SO2_2_AWB
India,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,SO2_2_AWB
India,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,SO2_2_AWB
India,Wheat,WheatAEZ13,WheatAEZ13,2005,SO2_2_AWB
Latin America,Rice,RiceAEZ13,RiceAEZ13,2005,CH4_AGR
Latin America,Corn,CornAEZ13,CornAEZ13,2005,N2O_AGR
Latin America,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,N2O_AGR
Latin America,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,N2O_AGR
Latin America,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,N2O_AGR
Latin America,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,N2O_AGR
Latin America,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,N2O_AGR
Latin America,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,N2O_AGR
Latin America,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,N2O_AGR
Latin America,Rice,RiceAEZ13,RiceAEZ13,2005,N2O_AGR
Latin America,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,N2O_AGR
Latin America,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,N2O_AGR
Latin America,Wheat,WheatAEZ13,WheatAEZ13,2005,N2O_AGR
Latin America,biomass,biomassAEZ13,biomassAEZ13,2005,N2O_AGR
Latin America,Corn,CornAEZ13,CornAEZ13,2005,NOx_AGR
Latin America,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,NOx_AGR
Latin America,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,NOx_AGR
Latin America,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,NOx_AGR
Latin America,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,NOx_AGR
Latin America,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,NOx_AGR
Latin America,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,NOx_AGR
Latin America,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,NOx_AGR
Latin America,Rice,RiceAEZ13,RiceAEZ13,2005,NOx_AGR
Latin America,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,NOx_AGR
Latin America,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,NOx_AGR
Latin America,Wheat,WheatAEZ13,WheatAEZ13,2005,NOx_AGR
Latin America,Corn,CornAEZ13,CornAEZ13,2005,NMVOC_AGR
Latin America,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,NMVOC_AGR
Latin America,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,NMVOC_AGR
Latin America,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,NMVOC_AGR
Latin America,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,NMVOC_AGR
Latin America,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,NMVOC_AGR
Latin America,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,NMVOC_AGR
Latin America,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,NMVOC_AGR
Latin America,Rice,RiceAEZ13,RiceAEZ13,2005,NMVOC_AGR
Latin America,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,NMVOC_AGR
Latin America,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,NMVOC_AGR
Latin America,Wheat,WheatAEZ13,WheatAEZ13,2005,NMVOC_AGR
Latin America,Corn,CornAEZ13,CornAEZ13,2005,NH3_AGR
Latin America,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,NH3_AGR
Latin America,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,NH3_AGR
Latin America,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,NH3_AGR
Latin America,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,NH3_AGR
Latin America,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,NH3_AGR
Latin America,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,NH3_AGR
Latin America,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,NH3_AGR
Latin America,Rice,RiceAEZ13,RiceAEZ13,2005,NH3_AGR
Latin America,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,NH3_AGR
Latin America,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,NH3_AGR
Latin America,Wheat,WheatAEZ13,WheatAEZ13,2005,NH3_AGR
Latin America,Corn,CornAEZ13,CornAEZ13,2005,CH4_AWB
Latin America,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,CH4_AWB
Latin America,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,CH4_AWB
Latin America,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,CH4_AWB
Latin America,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,CH4_AWB
Latin America,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,CH4_AWB
Latin America,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,CH4_AWB
Latin America,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,CH4_AWB
Latin America,Rice,RiceAEZ13,RiceAEZ13,2005,CH4_AWB
Latin America,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,CH4_AWB
Latin America,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,CH4_AWB
Latin America,Wheat,WheatAEZ13,WheatAEZ13,2005,CH4_AWB
Latin America,Corn,CornAEZ13,CornAEZ13,2005,N2O_AWB
Latin America,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,N2O_AWB
Latin America,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,N2O_AWB
Latin America,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,N2O_AWB
Latin America,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,N2O_AWB
Latin America,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,N2O_AWB
Latin America,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,N2O_AWB
Latin America,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,N2O_AWB
Latin America,Rice,RiceAEZ13,RiceAEZ13,2005,N2O_AWB
Latin America,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,N2O_AWB
Latin America,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,N2O_AWB
Latin America,Wheat,WheatAEZ13,WheatAEZ13,2005,N2O_AWB
Latin America,Corn,CornAEZ13,CornAEZ13,2005,NOx_AWB
Latin America,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,NOx_AWB
Latin America,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,NOx_AWB
Latin America,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,NOx_AWB
Latin America,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,NOx_AWB
Latin America,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,NOx_AWB
Latin America,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,NOx_AWB
Latin America,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,NOx_AWB
Latin America,Rice,RiceAEZ13,RiceAEZ13,2005,NOx_AWB
Latin America,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,NOx_AWB
Latin America,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,NOx_AWB
Latin America,Wheat,WheatAEZ13,WheatAEZ13,2005,NOx_AWB
Latin America,Corn,CornAEZ13,CornAEZ13,2005,CO_AWB
Latin America,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,CO_AWB
Latin America,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,CO_AWB
Latin America,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,CO_AWB
Latin America,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,CO_AWB
Latin America,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,CO_AWB
Latin America,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,CO_AWB
Latin America,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,CO_AWB
Latin America,Rice,RiceAEZ13,RiceAEZ13,2005,CO_AWB
Latin America,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,CO_AWB
Latin America,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,CO_AWB
Latin America,Wheat,WheatAEZ13,WheatAEZ13,2005,CO_AWB
Latin America,Corn,CornAEZ13,CornAEZ13,2005,NMVOC_AWB
Latin America,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,NMVOC_AWB
Latin America,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,NMVOC_AWB
Latin America,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,NMVOC_AWB
Latin America,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,NMVOC_AWB
Latin America,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,NMVOC_AWB
Latin America,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,NMVOC_AWB
Latin America,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,NMVOC_AWB
Latin America,Rice,RiceAEZ13,RiceAEZ13,2005,NMVOC_AWB
Latin America,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,NMVOC_AWB
Latin America,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,NMVOC_AWB
Latin America,Wheat,WheatAEZ13,WheatAEZ13,2005,NMVOC_AWB
Latin America,Corn,CornAEZ13,CornAEZ13,2005,NH3_AWB
Latin America,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,NH3_AWB
Latin America,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,NH3_AWB
Latin America,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,NH3_AWB
Latin America,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,NH3_AWB
Latin America,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,NH3_AWB
Latin America,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,NH3_AWB
Latin America,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,NH3_AWB
Latin America,Rice,RiceAEZ13,RiceAEZ13,2005,NH3_AWB
Latin America,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,NH3_AWB
Latin America,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,NH3_AWB
Latin America,Wheat,WheatAEZ13,WheatAEZ13,2005,NH3_AWB
Latin America,Corn,CornAEZ13,CornAEZ13,2005,BC_AWB
Latin America,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,BC_AWB
Latin America,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,BC_AWB
Latin America,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,BC_AWB
Latin America,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,BC_AWB
Latin America,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,BC_AWB
Latin America,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,BC_AWB
Latin America,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,BC_AWB
Latin America,Rice,RiceAEZ13,RiceAEZ13,2005,BC_AWB
Latin America,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,BC_AWB
Latin America,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,BC_AWB
Latin America,Wheat,WheatAEZ13,WheatAEZ13,2005,BC_AWB
Latin America,Corn,CornAEZ13,CornAEZ13,2005,OC_AWB
Latin America,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,OC_AWB
Latin America,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,OC_AWB
Latin America,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,OC_AWB
Latin America,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,OC_AWB
Latin America,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,OC_AWB
Latin America,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,OC_AWB
Latin America,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,OC_AWB
Latin America,Rice,RiceAEZ13,RiceAEZ13,2005,OC_AWB
Latin America,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,OC_AWB
Latin America,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,OC_AWB
Latin America,Wheat,WheatAEZ13,WheatAEZ13,2005,OC_AWB
Latin America,Corn,CornAEZ13,CornAEZ13,2005,SO2_3_AWB
Latin America,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,SO2_3_AWB
Latin America,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,SO2_3_AWB
Latin America,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,SO2_3_AWB
Latin America,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,SO2_3_AWB
Latin America,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,SO2_3_AWB
Latin America,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,SO2_3_AWB
Latin America,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,SO2_3_AWB
Latin America,Rice,RiceAEZ13,RiceAEZ13,2005,SO2_3_AWB
Latin America,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,SO2_3_AWB
Latin America,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,SO2_3_AWB
Latin America,Wheat,WheatAEZ13,WheatAEZ13,2005,SO2_3_AWB
Southeast Asia,Rice,RiceAEZ13,RiceAEZ13,2005,CH4_AGR
Southeast Asia,Corn,CornAEZ13,CornAEZ13,2005,N2O_AGR
Southeast Asia,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,N2O_AGR
Southeast Asia,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,N2O_AGR
Southeast Asia,FodderHerb,FodderHerbAEZ13,FodderHerbAEZ13,2005,N2O_AGR
Southeast Asia,MiscCrop,MiscCropAEZ13,MiscCropAEZ13,2005,N2O_AGR
Southeast Asia,OilCrop,OilCropAEZ13,OilCropAEZ13,2005,N2O_AGR
Southeast Asia,OtherGrain,OtherGrainAEZ13,OtherGrainAEZ13,2005,N2O_AGR
Southeast Asia,PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,2005,N2O_AGR
Southeast Asia,Rice,RiceAEZ13,RiceAEZ13,2005,N2O_AGR
Southeast Asia,Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,2005,N2O_AGR
Southeast Asia,SugarCrop,SugarCropAEZ13,SugarCropAEZ13,2005,N2O_AGR
Southeast Asia,Wheat,WheatAEZ13,WheatAEZ13,2005,N2O_AGR
Southeast Asia,biomass,biomassAEZ13,biomassAEZ13,2005,N2O_AGR
Southeast Asia,Corn,CornAEZ13,CornAEZ13,2005,NOx_AGR
Southeast Asia,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,2005,NOx_AGR
Southeast Asia,FodderGrass,FodderGrassAEZ13,FodderGrassAEZ13,2005,NOx_AGR
