AEZ_ID,Category,Year,Area_km2
1503,232,1700,0.55253
1504,101,1700,7435.664001
1504,102,1700,1831.889322
1504,111,1700,719.580544
1504,112,1700,323.648385
1504,121,1700,321.340714
1504,122,1700,213.41998
1504,201,1700,33818.75743
1504,202,1700,8044.130603
1504,211,1700,3706.417232
1504,212,1700,670.950026
1504,221,1700,1953.284559
1504,222,1700,1097.918235
1504,231,1700,0.620709
1504,232,1700,0.32926
1505,101,1700,406.273049
1505,102,1700,77.921983
1505,111,1700,735.070511
1505,112,1700,73.403599
1505,121,1700,49.844253
1505,122,1700,19.02682
1505,201,1700,5541.283414
1505,202,1700,2246.390679
1505,211,1700,4050.859149
1505,212,1700,1156.376201
1505,221,1700,534.143566
1505,222,1700,430.169355
1505,231,1700,6.699574
1505,232,1700,0.5604
1611,101,1700,2354.97077
